"","Year","School","Name","Height","Weight","Hand_Size","Arm_Length","Forty_Yard","Vertical_Leap","Broad_Jump","Shuttle","Three_Cone","NFL_QBR","Conference","Games","Completions","Attempts","Completion_Percentage","Yards","Y.A","TD","INT","College_QBR","Rush_Attempts","Rushing_Yds","Rushing_Avg","Rushing_Td","Rank","Power_Five"
"275",2003,"Clemson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,FALSE
"276",2003,"Eastern Illinois","Tony Romo",74,230,NA,NA,5.01,30,105,4.2,7.11,97.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"277",2003,"Florida","Rex Grossman",73,217,9.25,29.25,5.06,NA,NA,9.99,9.99,71.4,"SEC",35,677,1110,0.61,9164,8.3,77,36,146.7,119,-133,-1.1,6,24,TRUE
"278",2003,"Florida State",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,FALSE
"279",2003,"Georgia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,FALSE
"280",2003,"Iowa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,FALSE
"281",2003,"Iowa State","Seneca Wallace",71.4,196,9.13,30.38,4.52,38,127,4.14,6.97,80.8,"Big 12",25,411,712,0.58,5289,7.4,26,27,124.6,237,912,3.8,15,NA,TRUE
"282",2003,"Kansas State",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,FALSE
"283",2003,"Louisville","Dave Ragone",75.6,249,9.75,31.5,4.98,30.5,101,4.32,7.4,47.4,"CUSA",36,684,1178,0.58,8557,7.3,74,29,134.9,324,566,1.7,9,NA,FALSE
"284",2003,"Marshall (WV)","Byron Leftwich",77.4,241,9.75,32,5.1,NA,NA,9.99,9.99,78.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"285",2003,"Maryland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,FALSE
"286",2003,"Miami (FL)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE
"287",2003,"Miami (OH)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,FALSE
"288",2003,"Michigan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,FALSE
"289",2003,"Minnesota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,FALSE
"290",2003,"Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,FALSE
"291",2003,"Ohio State",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE
"292",2003,"Oklahoma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE
"293",2003,"Purdue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,FALSE
"294",2003,"Southern California","Carson Palmer",77,232,9.5,32.75,4.65,NA,NA,9.99,9.99,87.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"295",2003,"Tennessee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,FALSE
"296",2003,"Texas","Chris Simms",76.4,220,10.5,32.75,4.86,31,103,4.18,7.37,69.1,"Big 12",25,449,758,0.59,5810,7.7,48,23,138.4,122,-134,-1.1,10,12,TRUE
"297",2003,"Texas Christian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,FALSE
"298",2003,"Texas Tech","Kliff Kingsbury",75.5,213,8.5,32,4.76,30,101,4.07,6.91,79.2,"Big 12",37,1206,1826,0.66,11937,6.5,91,39,133.1,246,-143,-0.6,4,NA,TRUE
"299",2003,"Utah",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,FALSE
"300",2003,"Washington State",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,FALSE
"301",2003,"Bowling Green State",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,FALSE
"302",2003,"LSU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE
"303",2003,"Ole Miss",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,FALSE
"304",2003,"USC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE
"305",2004,"Arizona State",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,FALSE
"306",2004,"Auburn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE
"307",2004,"Boise State",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,FALSE
"308",2004,"Boston College",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,FALSE
"309",2004,"California",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,FALSE
"310",2004,"Colorado State","Bradlee Van Pelt",74.3,231,9.63,30.63,4.96,33.5,115,4.11,6.89,26.6,"MWC",38,424,778,0.54,6165,7.9,37,30,129,420,2274,5.4,25,NA,FALSE
"311",2004,"Florida State",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,FALSE
"312",2004,"Georgia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,FALSE
"313",2004,"Iowa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,FALSE
"314",2004,"Louisiana Tech","Luke McCown",75.9,208,9.38,31.38,4.71,37.5,125,4.21,6.74,71.3,"WAC",35,819,1406,0.58,10122,7.2,66,47,127.5,219,94,0.4,7,NA,FALSE
"315",2004,"Louisville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,FALSE
"316",2004,"Miami (FL)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,FALSE
"317",2004,"Miami (OH)","Ben Roethlisberger",76.9,241,9.38,31.5,4.75,NA,NA,9.99,9.99,94,"MAC",38,854,1304,0.65,10829,8.3,84,34,151.3,269,246,0.9,7,NA,FALSE
"318",2004,"Michigan","John Navarre",78,246,9,31.38,5.18,26.5,100,4.46,7.73,43.9,"Big Ten",37,704,1250,0.56,8431,6.7,62,29,124.7,133,-207,-1.6,2,14,FALSE
"319",2004,"Mississippi","Eli Manning",76.8,221,9.13,30.25,4.9,NA,NA,9.99,9.99,83.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"320",2004,"Navy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,FALSE
"321",2004,"North Carolina State","Philip Rivers",77,229,9.25,32.13,5.08,NA,NA,9.99,9.99,94.8,"ACC",49,1087,1710,0.64,13484,7.9,95,34,144.2,252,96,0.4,17,NA,TRUE
"322",2004,"Ohio State","Craig Krenzel",75.5,228,9.13,32.75,4.84,28,112,4.08,7.22,52.5,"Big Ten",25,301,527,0.57,4150,7.9,27,17,133.7,234,623,2.7,6,20,FALSE
"323",2004,"Oklahoma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE
"324",2004,"Tennessee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,FALSE
"325",2004,"Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE
"326",2004,"Texas Tech",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,FALSE
"327",2004,"Tulane (LA)","J.P. Losman",74.3,224,9,31.5,4.7,33,116,9.99,9.99,75.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"328",2004,"Utah",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE
"329",2004,"Virginia","Matt Schaub",77.6,243,9.38,31.38,5.05,30.5,110,4.62,7.65,89.1,"ACC",37,709,1061,0.67,7452,7,56,25,138.5,129,59,0.5,5,23,TRUE
"330",2004,"Virginia Tech",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,FALSE
"331",2004,"Washington","Cody Pickett",75.5,233,9.63,31.38,4.8,30.5,109,4.3,7.19,16.4,"Pac-10",35,791,1367,0.58,9904,7.2,53,41,125.5,249,-186,-0.7,11,NA,TRUE
"332",2004,"Wisconsin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,FALSE
"333",2004,"Fresno State",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,FALSE
"334",2004,"LSU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,FALSE
"335",2004,"Pitt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,FALSE
"336",2004,"USC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE
"337",2005,"Akron","Charlie Frye",75.88,225,8.88,31.13,4.85,33,109,4.08,6.94,70.7,"MAC",46,913,1436,0.64,11049,7.7,64,32,138.5,375,429,1.1,19,NA,FALSE
"338",2005,"Alabama",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,FALSE
"339",2005,"Auburn","Jason Campbell",76.75,230,9.63,33.63,4.72,NA,NA,9.99,7.42,81.7,"SEC",26,369,563,0.66,4967,8.8,30,15,151.9,131,29,0.2,4,14,TRUE
"340",2005,"Boston College",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,FALSE
"341",2005,"California","Aaron Rodgers",74,223,10.13,32.25,4.75,34.5,110,9.99,7.38,103.8,"Pac-10",25,424,665,0.64,5469,8.2,43,13,150.3,160,336,2.1,8,25,TRUE
"342",2005,"Clemson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,FALSE
"343",2005,"Connecticut","Dan Orlovsky",77,225,9.63,31.88,4.98,29.5,105,4.39,7.33,75.3,"Ind",46,916,1567,0.58,10706,6.8,84,51,127,143,-285,-2,6,NA,FALSE
"344",2005,"Florida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,FALSE
"345",2005,"Florida State",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,FALSE
"346",2005,"Georgia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,FALSE
"347",2005,"Harvard","Ryan Fitzpatrick",74.38,232,10.75,31.13,4.87,30.5,103,4.07,7.09,79.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"348",2005,"Louisville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,FALSE
"349",2005,"Miami (FL)","Brock Berlin",73.5,221,9.5,30.88,4.89,29,106,4.54,7.49,58.4,"Big East",25,406,700,0.58,5099,7.3,34,23,128.6,74,-115,-1.6,0,17,FALSE
"350",2005,"Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,FALSE
"351",2005,"Notre Dame",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,FALSE
"352",2005,"Ohio State",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE
"353",2005,"Oklahoma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,FALSE
"354",2005,"Oregon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,FALSE
"355",2005,"Oregon State","Derek Anderson",78.13,242,9.88,33,5.06,29,101,4.62,7.67,71.1,"Pac-10",38,751,1474,0.51,10986,7.5,78,54,123.7,177,-508,-2.9,8,NA,TRUE
"356",2005,"Penn State",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE
"357",2005,"Purdue","Kyle Orton",76,233,10,30.25,5.11,26.5,NA,4.52,7.38,81.5,"Big Ten",37,679,1120,0.61,8232,7.3,59,21,136,235,396,1.7,6,NA,FALSE
"358",2005,"Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE
"359",2005,"Texas Christian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,FALSE
"360",2005,"Texas Tech",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,FALSE
"361",2005,"UCLA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,FALSE
"362",2005,"Utah","Alex Smith",76.13,217,9.13,31.75,4.78,32,113,3.96,6.82,87.4,"MWC",23,387,583,0.66,5199,8.9,47,7,165.5,284,1083,3.8,15,NA,FALSE
"363",2005,"Virginia Tech",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,FALSE
"364",2005,"West Virginia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE
"365",2005,"Wisconsin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,FALSE
"366",2005,"LSU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,FALSE
"367",2005,"USC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE
"368",2006,"Alabama","Brodie Croyle",74.5,205,9.88,31.13,4.94,30.5,104,4.25,7.34,67.8,"SEC",24,384,680,0.56,4802,7.1,30,17,125.3,136,-148,-1.1,1,NA,TRUE
"369",2006,"Alabama State","Tarvaris Jackson",74,226,9.38,31.75,4.7,31.5,107,4.38,7.4,78.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"370",2006,"Arkansas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,FALSE
"371",2006,"Auburn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,FALSE
"372",2006,"Boise State",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE
"373",2006,"Boston College",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,FALSE
"374",2006,"Brigham Young",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,FALSE
"375",2006,"California",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,FALSE
"376",2006,"Clemson","Charlie Whitehurst",76.75,223,9.38,32.38,4.76,33,112,4.11,7,74.9,"ACC",35,694,1154,0.6,8111,7,39,40,123.4,223,118,0.5,8,NA,TRUE
"377",2006,"Florida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE
"378",2006,"Georgia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,FALSE
"379",2006,"Louisville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,FALSE
"380",2006,"Michigan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,FALSE
"381",2006,"Northwestern","Brett Basanez",73.25,220,9,30.63,4.79,34,114,4.22,6.75,30.9,"Big Ten",47,913,1584,0.58,10580,6.7,44,36,118.4,391,996,2.5,18,NA,FALSE
"382",2006,"Notre Dame",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,FALSE
"383",2006,"Ohio State",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE
"384",2006,"Oklahoma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,FALSE
"385",2006,"Oregon","Kellen Clemens",73.63,224,9.38,30.5,4.89,NA,NA,9.99,9.99,68.9,"Pac-10",24,405,676,0.6,4948,7.3,40,19,135.3,196,298,1.5,6,NA,TRUE
"386",2006,"Oregon State",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,FALSE
"387",2006,"Penn State",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,FALSE
"388",2006,"Rutgers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,FALSE
"389",2006,"Southern California","Matt Leinart",76.88,223,10.13,33.5,4.9,NA,NA,9.99,9.99,70.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"390",2006,"Tennessee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,FALSE
"391",2006,"Texas","Vince Young",76.6,229,9.13,33.25,4.48,NA,NA,9.99,9.99,74.4,"Big 12",25,360,575,0.63,4885,8.5,38,21,148.5,322,2129,6.6,26,13,TRUE
"392",2006,"Texas Christian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,FALSE
"393",2006,"Toledo","Bruce Gradkowski",73.38,217,9,30.25,4.63,34,107,4.16,7.12,65.8,"MAC",36,764,1120,0.68,9197,8.2,85,27,157.4,243,986,4.1,14,NA,FALSE
"394",2006,"Vanderbilt","Jay Cutler",75.25,226,9.38,31.5,4.81,NA,NA,4.26,7.1,85.3,"SEC",45,710,1242,0.57,8697,7,59,36,125.9,453,1256,2.8,17,NA,TRUE
"395",2006,"Virginia Tech",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,FALSE
"396",2006,"Wake Forest",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,FALSE
"397",2006,"West Virginia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,FALSE
"398",2006,"Wisconsin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,FALSE
"399",2006,"LSU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE
"400",2006,"USC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE
"401",2007,"Arizona State",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,FALSE
"402",2007,"Auburn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,FALSE
"403",2007,"Boston College",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,FALSE
"404",2007,"Brigham Young","John Beck",74.13,215,9.5,31.75,4.78,29.5,111,4.17,6.81,67.6,"MWC",35,812,1273,0.64,10157,8,74,29,145.4,213,17,0.1,8,14,FALSE
"405",2007,"Cincinnati",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,FALSE
"406",2007,"Clemson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,FALSE
"407",2007,"Florida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,FALSE
"408",2007,"Georgia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE
"409",2007,"Hawaii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,FALSE
"410",2007,"Houston","Kevin Kolb",75.13,218,9.88,32.25,4.89,32.5,112,4.44,6.94,78.9,"CUSA",50,964,1565,0.62,12964,8.3,85,31,145.1,472,751,1.6,21,NA,FALSE
"411",2007,"Idaho State","Matt Gutierrez",76.25,232,9.63,33.75,5.04,29.5,108,4.28,6.99,122.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"412",2007,"Illinois",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,FALSE
"413",2007,"Louisiana State","JaMarcus Russell",77.5,265,9.63,35,4.83,NA,NA,9.99,9.99,65.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"414",2007,"Michigan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,FALSE
"415",2007,"Michigan State","Drew Stanton",75.25,226,9.63,32,4.77,30.5,108,4.41,6.77,66.3,"Big Ten",32,541,843,0.64,6485,7.7,42,28,138.6,327,1470,4.5,14,NA,FALSE
